# WMO OSCAR/Space 对地观测仪器目录
# 来源: https://space.oscar.wmo.int/api/v1/instruments（42 页）
# 文档: https://space.oscar.wmo.int/apidoc/
# 许可: 可自由使用与再分发，须致谢 WMO；WMO 不对准确性作担保
# 署名: WMO OSCAR/Space, https://space.oscar.wmo.int/
# 生成: python scripts/fetch_oscar_instruments.py   —— 请勿手工编辑
#
# 每行 10 列，制表符分隔: oscar_id	slug	acronym	fullname	agency	instrument_type	classification	wigos_subcomponent	satellite_count	variables
506	sim	SIM	Spectral Irradiance Monitor	NASA	Solar irradiance monitor	Earth observation instrument|Passive optical radiometer or spectrometer|Solar irradiance monitor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['TSI and SSI radiometers (for solar irradiance)']}}}}	2	None
507	sim_1	SIM-1	Solar Irradiance Monitor - 1	CMA	Solar irradiance monitor	Earth observation instrument|Passive optical radiometer or spectrometer|Solar irradiance monitor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['TSI and SSI radiometers (for solar irradiance)']}}}}	3	None
508	sim_2	SIM-2	Solar Irradiance Monitor - 2	CMA	Solar irradiance monitor	Earth observation instrument|Passive optical radiometer or spectrometer|Solar irradiance monitor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['TSI and SSI radiometers (for solar irradiance)']}}}}	3	None
509	siral	SIRAL	SAR Interferometer Radar Altimeter	ESA	Radar altimeter	Earth observation instrument|Active and radio-occultation sensor|Radar altimeter	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'10': {'name': 'Wide-swath radar altimeters, and high altitude, inclined, high-precision orbit altimeters', 'wigos-filters': ['Conventional radar altimeter']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'33': {'name': 'Interferometric radar altimetry', 'wigos-filters': ['Interferometric radar altimeter [for wide-swath]']}}}}	2	None|None|None|None|None|None|None|None|None
511	sirs_a	SIRS-A	Satellite Infra-Red Spectrometer	NASA	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	[]	1	None|None|None|None|None
512	sirs_b	SIRS-B	Satellite Infra-Red Spectrometer - B	NASA	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	[]	1	
513	slim6	SLIM6	Surrey Linear Imager Multispectral 6 channels - but 3 spectral bands	ASAL	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 4': {'name': 'Subcomponent 4', 'wigos-classification': {'57': {'name': 'High-resolution optical observation constellation (commercial)', 'wigos-filters': ['High-resolution optical observation constellation (commercial)']}}}}	0	
518	slstr	SLSTR	Sea and Land Surface Temperature Radiometer	ESA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'11': {'name': 'IR dual-angle view imagers', 'wigos-filters': ['IR dual-angle view imager']}}}}	0	
519	sm_meteor_2	SM (Meteor-2)	Infrared Sounding Radiometer	Roscosmos	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	[]	0	
520	sm_meteor_3	SM (Meteor-3)	Infrared Sounding Radiometer	Roscosmos	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	[]	0	
521	smap	SMAP	Soil Moisture Active-Passive (intended as payload)	NASA	Microwave conical scanning radiometer	Earth observation instrument|Passive microwave radiometer|Conical scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'13': {'name': 'Low-frequency MW imagery', 'wigos-filters': ['Low-frequency MW imager']}}}}	1	None|None|None|None
522	smmr	SMMR	Scanning Multichannel Microwave Radiometer)	NASA	Microwave conical scanning radiometer	Earth observation instrument|Passive microwave radiometer|Conical scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'8': {'name': 'MW imagery [in SSO]', 'wigos-filters': ['MW imager [in SSO]']}}}}	2	
524	smr	SMR	Sub-Millimetre Radiometer	SNSA	Limb sounder	Earth observation instrument|Limb sounders|Limb sounder	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'34': {'name': 'Sub-mm imagery', 'wigos-filters': ['Sub-mm imager']}, '39': {'name': 'UV/VIS/NIR/IR/MW limb sounders', 'wigos-filters': ['UV/VIS/NIR/IR/MW scanning limb sounder']}}}}	1	
525	solstice	SOLSTICE	Solar/Stellar Irradiance Comparison Experiment	NASA	Solar irradiance monitor	Earth observation instrument|Passive optical radiometer or spectrometer|Solar irradiance monitor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar UV spectrometer [from L1, GEO, LEO]']}}}}	2	None
526	sounder	SOUNDER	GOES Sounder	NOAA	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	[]	0	
527	sounder_insat	SOUNDER (INSAT)	INSAT Sounder	ISRO	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	[]	3	
528	spm	SPM	Solar Proton Monitor	NOAA	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Proton sensor at LEO']}}}}	0	None|None|None
529	sr	SR	Scanning Radiometer	NOAA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'7': {'name': 'VIS/IR imagery; realisation of a Day/Night band [in SSO]', 'wigos-filters': ['VIS/IR imager [in SSO] ']}}}}	0	
530	sral	SRAL	Synthetic aperture Radar Altimeter	ESA	Radar altimeter	Earth observation instrument|Active and radio-occultation sensor|Radar altimeter	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'10': {'name': 'Wide-swath radar altimeters, and high altitude, inclined, high-precision orbit altimeters', 'wigos-filters': ['Conventional radar altimeter']}}}}	0	
531	ssalt	SSALT	Single-frequency Solid-state Altimeter	CNES	Radar altimeter	Earth observation instrument|Active and radio-occultation sensor|Radar altimeter	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'10': {'name': 'Wide-swath radar altimeters, and high altitude, inclined, high-precision orbit altimeters', 'wigos-filters': ['Conventional radar altimeter']}}}}	1	None|None|None|None|None|None
532	sscc	SSCC	Spin Scan Cloud Camera	NASA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	[]	1	None|None|None|None
533	ssm_i	SSM/I	Special Sensor Microwave - Imager	DoD	Microwave conical scanning radiometer	Earth observation instrument|Passive microwave radiometer|Conical scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'8': {'name': 'MW imagery [in SSO]', 'wigos-filters': ['MW imager [in SSO]']}}}}	0	
534	ssm_t	SSM/T	Special Sensor Microwave - Temperature	DoD	Microwave cross-track scanning radiometer	Earth observation instrument|Passive microwave radiometer|Cross-track, special or non-scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'6': {'name': 'MW sounders [in SSO]', 'wigos-filters': ['MW sounder [in SSO] ']}}}}	0	None|None|None
535	ssm_t_2	SSM/T-2	Special Sensor Microwave - Humidity	DoD	Microwave cross-track scanning radiometer	Earth observation instrument|Passive microwave radiometer|Cross-track, special or non-scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'6': {'name': 'MW sounders [in SSO]', 'wigos-filters': ['MW sounder [in SSO] ']}}}}	0	
536	ssmis	SSMIS	Special Sensor Microwave - Imager/Sounder	DoD	Microwave conical scanning radiometer	Earth observation instrument|Passive microwave radiometer|Conical scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'6': {'name': 'MW sounders [in SSO]', 'wigos-filters': ['MW sounder [in SSO] ']}, '8': {'name': 'MW imagery [in SSO]', 'wigos-filters': ['MW imager [in SSO]']}, '14': {'name': 'MW cross-track upper stratospheric and mesospheric sounders', 'wigos-filters': ['\tMW cross-track upper stratospheric and mesospheric sounder']}}}}	0	
537	sspd	SSPD	Data Collection and Transmission System	Roscosmos	Data collection system	Other payload component|Data Collection System	[]	0	
538	ssti	SSTI	Satellite-to-Satellite Tracking System	ESA	Gravity sensing system	Other payload component|Gravity sensing system	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'23': {'name': 'Gravimetry missions', 'wigos-filters': ['Gravitometry sensing system']}}}}	1	None|None|None
539	ssu	SSU	Stratospheric Sounding Unit	UKSA	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	[]	0	None
540	star	STAR	Space Three-axis Accelerometer for Research mission	DLR	Gravity sensing system	Other payload component|Gravity sensing system	[]	1	None|None|None|None
541	str_swarm	STR (SWARM)	Star Tracker Set	ESA	Positioning system	Other payload component|Positioning system	[]	3	None|None
543	msi_sansa	MSI (Sansa)	Multi-Spectral Imager	SANSA	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	1	None|None|None|None|None|None|None|None
544	superstar	SuperSTAR	Super Space Three-axis Accelerometer for Research	NASA	Gravity sensing system	Other payload component|Gravity sensing system	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'23': {'name': 'Gravimetry missions', 'wigos-filters': ['Gravitometry sensing system']}}}}	0	None|None|None|None|None|None
546	susim	SUSIM	Solar Ultraviolet Spectral Irradiance Monitor	NRL	Solar irradiance monitor	Earth observation instrument|Passive optical radiometer or spectrometer|Solar irradiance monitor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar UV spectrometer [from L1, GEO, LEO]']}}}}	1	None
547	suvi	SUVI	Solar Ultraviolet Imager	NOAA	Solar activity monitor	Solar and space environment monitors|Solar activity monitor	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar EUV spectrometer [from L1, GEO, LEO]', 'Solar EUV imager [from L1, GEO, LEO]']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'51': {'name': 'UV spectral imagery (e.g. GEO, HEO, MEO, LEO)', 'wigos-filters': ['EUV spectrometer [from GEO, HEO, MEO, LEO]']}}}}	0	None|None
548	sw_spectrometer	SW spectrometer	Short-wave Spectrometer	NASA	Cross-nadir scanning SW sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir shortwave (UV/VIS) sounder	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'15': {'name': 'UV/VIS/NIR sounders, nadir and limb', 'wigos-filters': ['UV/VIS/NIR nadir sounder']}}}}	2	
549	s_vissr_fy_2a_b	S-VISSR (FY-2A/B)	Stretched Visible and Infrared Spin Scan Radiometer	CMA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'1': {'name': 'Multi-spectral VIS/IR imagery With rapid repeat cycles [in GEO]', 'wigos-filters': ['Multi-spectral VIS/IR imager with rapid repeat cycles [in GEO] ']}}}}	2	
550	sxeuv	SXEUV	Solar X-EUV imaging telescope	CMA	Solar activity monitor	Solar and space environment monitors|Solar activity monitor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'27': {'name': 'X-ray spectrograph on GEO orbit', 'wigos-filters': ['X-ray spectrometer at GEO']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar X-ray spectrometer [from L1, GEO, LEO]', 'Solar EUV spectrometer [from L1, GEO, LEO]']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'51': {'name': 'UV spectral imagery (e.g. GEO, HEO, MEO, LEO)', 'wigos-filters': ['X-ray spectrometer [from GEO, HEO, MEO, LEO]', 'EUV spectrometer [from GEO, HEO, MEO, LEO]']}}}}	3	None|None
551	sxi	SXI	Solar X-ray Imager	NOAA	Solar activity monitor	Solar and space environment monitors|Solar activity monitor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'27': {'name': 'X-ray spectrograph on GEO orbit', 'wigos-filters': ['X-ray spectrometer at GEO']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'41': {'name': 'Solar magnetograph, solar EUV/X-ray imagery and EUV/X-ray irradiance, both on the Earth-Sun line and off the Earth-Sun line', 'wigos-filters': ['Solar X-ray spectrometer [from L1, GEO, LEO]', 'Solar X-ray imager [from L1, GEO, LEO]']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'51': {'name': 'UV spectral imagery (e.g. GEO, HEO, MEO, LEO)', 'wigos-filters': ['X-ray spectrometer [from GEO, HEO, MEO, LEO]']}}}}	0	None|None
552	szs	SZS	Shore Zone Scanner	RosHydroMet	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Narrow-band imager (for ocean colour)']}}}}	0	
553	tanso_cai	TANSO-CAI	Thermal And Near infrared Sensor for carbon Observations - Cloud and Aerosol Imager	JAXA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'15': {'name': 'UV/VIS/NIR sounders, nadir and limb', 'wigos-filters': ['UV/VIS/NIR nadir sounder']}}}}	1	
554	tanso_fts	TANSO-FTS	Thermal And Near infrared Sensor for carbon Observations - Fourier Transform Spectrometer	JAXA	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'5': {'name': 'IR hyperspectral sounders [in SSO]', 'wigos-filters': ['IR hyperspectral sounder [in SSO] ']}}}}	1	
556	msu_gsm	MSU-GSM	Electro-GOMS Imager for Electro M	Roscosmos	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'1': {'name': 'Multi-spectral VIS/IR imagery With rapid repeat cycles [in GEO]', 'wigos-filters': ['Multi-spectral VIS/IR imager with rapid repeat cycles [in GEO] ']}}}}	3	
557	irfs_gs	IRFS-GS	Infrared Fourier-transform Spectrometer - Geostationary	Roscosmos	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'2': {'name': 'IR hyperspectral sounders  [in GEO]', 'wigos-filters': ['IR hyperspectral sounder [in GEO] ']}}}}	3	
